"id","标题","目录","年鉴页码","编号","CAJ","PDF","EXCEL","年鉴年份"
"177","各地区乡卫生院、床位和卫生人员数","十二、农村文化、教育、卫生、社会福利及其他事业","290","N2006010260000235","yearbooks/N2006010260000235.caj","yearbooks/N2006010260000235.pdf","yearbooks/N2006010260000235.xls","1990"
"207","农民人均纯收入","十三、各地区主要经济指标排序与分组","327","N2006010260000236","yearbooks/N2006010260000236.caj","yearbooks/N2006010260000236.pdf","yearbooks/N2006010260000236.xls","1990"
"237","世界上农产品生产位居前列的国家","十五、我国主要农业指标与国外对比","383","N2006010260000237","yearbooks/N2006010260000237.caj","yearbooks/N2006010260000237.pdf","yearbooks/N2006010260000237.xls","1990"
"1","图片","图片","P3-P4","N2006010260000238","yearbooks/N2006010260000238.caj","yearbooks/N2006010260000238.pdf",,"1990"
"2","《中国农村统计年鉴—1990》编辑委员会","图片","P3","N2006010260000239","yearbooks/N2006010260000239.caj","yearbooks/N2006010260000239.pdf",,"1990"
"3","编者说明","图片","P4","N2006010260000240","yearbooks/N2006010260000240.caj","yearbooks/N2006010260000240.pdf",,"1990"
"4","一、发展综述","一、发展综述","1-9","N2006010434000001","yearbooks/N2006010434000001.caj","yearbooks/N2006010434000001.pdf",,"2002"
"5","2001年农业与农村经济发展综述","一、发展综述","3-9","N2006010434000002","yearbooks/N2006010434000002.caj","yearbooks/N2006010434000002.pdf",,"2002"
"6","二、综合概要","二、综合概要","11-27","N2006010434000003","yearbooks/N2006010434000003.caj","yearbooks/N2006010434000003.pdf",,"2002"
"7","2—1 农村经济主要指标","二、综合概要","13","N2006010434000004","yearbooks/N2006010434000004.caj","yearbooks/N2006010434000004.pdf","yearbooks/N2006010434000004.xls","2002"
"8","2—2 按人口平均的主要农产品产量","二、综合概要","14","N2006010434000005","yearbooks/N2006010434000005.caj","yearbooks/N2006010434000005.pdf","yearbooks/N2006010434000005.xls","2002"
"9","2—3 农村经济在国民经济中的地位","二、综合概要","15-19","N2006010434000006","yearbooks/N2006010434000006.caj","yearbooks/N2006010434000006.pdf","yearbooks/N2006010434000006.xls","2002"
"10","2—4 各地区农村经济在国民经济中的地位","二、综合概要","20","N2006010434000007","yearbooks/N2006010434000007.caj","yearbooks/N2006010434000007.pdf","yearbooks/N2006010434000007.xls","2002"
"11","2—5 各地区以农产品为原料的轻工业情况","二、综合概要","21","N2006010434000008","yearbooks/N2006010434000008.caj","yearbooks/N2006010434000008.pdf","yearbooks/N2006010434000008.xls","2002"
"12","2—6 各地区农村社会消费品零售额及占全国的比重","二、综合概要","22","N2006010434000009","yearbooks/N2006010434000009.caj","yearbooks/N2006010434000009.pdf","yearbooks/N2006010434000009.xls","2002"
"13","2—7 各地区城乡居民收入水平","二、综合概要","23","N2006010434000010","yearbooks/N2006010434000010.caj","yearbooks/N2006010434000010.pdf","yearbooks/N2006010434000010.xls","2002"
"14","2—8 各地区城乡居民消费水平","二、综合概要","24","N2006010434000011","yearbooks/N2006010434000011.caj","yearbooks/N2006010434000011.pdf","yearbooks/N2006010434000011.xls","2002"
"15","2—9 主要农产品供需情况","二、综合概要","25-26","N2006010434000012","yearbooks/N2006010434000012.caj","yearbooks/N2006010434000012.pdf","yearbooks/N2006010434000012.xls","2002"
"16","2—10 化肥供需情况","二、综合概要","27","N2006010434000013","yearbooks/N2006010434000013.caj","yearbooks/N2006010434000013.pdf","yearbooks/N2006010434000013.xls","2002"
"17","三、农村基本情况与农业生产条件","三、农村基本情况与农业生产条件","29-57","N2006010434000014","yearbooks/N2006010434000014.caj","yearbooks/N2006010434000014.pdf",,"2002"
"18","3—1 农村基本情况和乡村从业人员","三、农村基本情况与农业生产条件","31","N2006010434000015","yearbooks/N2006010434000015.caj","yearbooks/N2006010434000015.pdf","yearbooks/N2006010434000015.xls","2002"
"19","3—2 各地区农村基层组织情况","三、农村基本情况与农业生产条件","32","N2006010434000016","yearbooks/N2006010434000016.caj","yearbooks/N2006010434000016.pdf","yearbooks/N2006010434000016.xls","2002"
"20","3—3 各地区乡村户数和乡村人口","三、农村基本情况与农业生产条件","33","N2006010434000017","yearbooks/N2006010434000017.caj","yearbooks/N2006010434000017.pdf","yearbooks/N2006010434000017.xls","2002"
"21","3—4 各地区乡村从业人员","三、农村基本情况与农业生产条件","34-36","N2006010434000018","yearbooks/N2006010434000018.caj","yearbooks/N2006010434000018.pdf","yearbooks/N2006010434000018.xls","2002"
"22","3—5 农民家庭劳动力文化状况","三、农村基本情况与农业生产条件","37","N2006010434000019","yearbooks/N2006010434000019.caj","yearbooks/N2006010434000019.pdf","yearbooks/N2006010434000019.xls","2002"
"23","3—6 各地区农民家庭劳动力文化状况","三、农村基本情况与农业生产条件","37","N2006010434000020","yearbooks/N2006010434000020.caj","yearbooks/N2006010434000020.pdf","yearbooks/N2006010434000020.xls","2002"
"24","3—7 各地区农民家庭劳动力文化程度按人均纯收入分组","三、农村基本情况与农业生产条件","38","N2006010434000021","yearbooks/N2006010434000021.caj","yearbooks/N2006010434000021.pdf","yearbooks/N2006010434000021.xls","2002"
"25","3—8 主要农业机械年末拥有量","三、农村基本情况与农业生产条件","39","N2006010434000022","yearbooks/N2006010434000022.caj","yearbooks/N2006010434000022.pdf","yearbooks/N2006010434000022.xls","2002"
"26","3—9 主要农业机械年末拥有量增长情况","三、农村基本情况与农业生产条件","40","N2006010434000023","yearbooks/N2006010434000023.caj","yearbooks/N2006010434000023.pdf","yearbooks/N2006010434000023.xls","2002"
"27","3—10 各地区主要农业机械年末拥有量","三、农村基本情况与农业生产条件","41-46","N2006010434000024","yearbooks/N2006010434000024.caj","yearbooks/N2006010434000024.pdf","yearbooks/N2006010434000024.xls","2002"
"28","3—11 农村电力、灌溉面积、化肥施用量情况","三、农村基本情况与农业生产条件","47","N2006010434000025","yearbooks/N2006010434000025.caj","yearbooks/N2006010434000025.pdf","yearbooks/N2006010434000025.xls","2002"
"29","3—12 农村电力和农田水利建设情况","三、农村基本情况与农业生产条件","48","N2006010434000026","yearbooks/N2006010434000026.caj","yearbooks/N2006010434000026.pdf","yearbooks/N2006010434000026.xls","2002"
"30","3—13 农用化肥、农膜、柴油和农药使用量","三、农村基本情况与农业生产条件","48","N2006010434000027","yearbooks/N2006010434000027.caj","yearbooks/N2006010434000027.pdf","yearbooks/N2006010434000027.xls","2002"
"31","3—14 各地区农村电力和农田水利建设情况","三、农村基本情况与农业生产条件","49","N2006010434000028","yearbooks/N2006010434000028.caj","yearbooks/N2006010434000028.pdf","yearbooks/N2006010434000028.xls","2002"
"32","3—15 各地区农用化肥施用量","三、农村基本情况与农业生产条件","50-51","N2006010434000029","yearbooks/N2006010434000029.caj","yearbooks/N2006010434000029.pdf","yearbooks/N2006010434000029.xls","2002"
"33","3—16 各地区农用塑料薄膜使用量","三、农村基本情况与农业生产条件","52","N2006010434000030","yearbooks/N2006010434000030.caj","yearbooks/N2006010434000030.pdf","yearbooks/N2006010434000030.xls","2002"
"34","3—17 各地区农用柴油和农药使用量","三、农村基本情况与农业生产条件","53","N2006010434000031","yearbooks/N2006010434000031.caj","yearbooks/N2006010434000031.pdf","yearbooks/N2006010434000031.xls","2002"
"35","3—18 各地区农民家庭平均每户拥有生产性固定资产原值","三、农村基本情况与农业生产条件","54-55","N2006010434000032","yearbooks/N2006010434000032.caj","yearbooks/N2006010434000032.pdf","yearbooks/N2006010434000032.xls","2002"
"37","3—20 各地区农业生产经营单位农业用地面积构成","三、农村基本情况与农业生产条件","57","N2006010434000033","yearbooks/N2006010434000033.caj","yearbooks/N2006010434000033.pdf","yearbooks/N2006010434000033.xls","2002"
"38","四、农业生态与环境","四、农业生态与环境","59-74","N2006010434000034","yearbooks/N2006010434000034.caj","yearbooks/N2006010434000034.pdf",,"2002"
"39","4—1 全国自然保护区情况","四、农业生态与环境","61","N2006010434000035","yearbooks/N2006010434000035.caj","yearbooks/N2006010434000035.pdf","yearbooks/N2006010434000035.xls","2002"
"40","4—2 各地区自然保护区工作基本情况","四、农业生态与环境","62","N2006010434000036","yearbooks/N2006010434000036.caj","yearbooks/N2006010434000036.pdf","yearbooks/N2006010434000036.xls","2002"
"41","4—3 全国林业生态重点工程历年完成造林面积","四、农业生态与环境","63-64","N2006010434000037","yearbooks/N2006010434000037.caj","yearbooks/N2006010434000037.pdf","yearbooks/N2006010434000037.xls","2002"
"42","4—4 各地区林业重点工程建设情况","四、农业生态与环境","65-66","N2006010434000038","yearbooks/N2006010434000038.caj","yearbooks/N2006010434000038.pdf","yearbooks/N2006010434000038.xls","2002"
"43","4—5 灌区、水库和除涝、治水、治碱情况","四、农业生态与环境","67","N2006010434000039","yearbooks/N2006010434000039.caj","yearbooks/N2006010434000039.pdf","yearbooks/N2006010434000039.xls","2002"
"44","4—6 各地区水利设施和除涝、治水、治减面积","四、农业生态与环境","68","N2006010434000040","yearbooks/N2006010434000040.caj","yearbooks/N2006010434000040.pdf","yearbooks/N2006010434000040.xls","2002"
"45","4—7 受灾和成灾面积","四、农业生态与环境","69","N2006010434000041","yearbooks/N2006010434000041.caj","yearbooks/N2006010434000041.pdf","yearbooks/N2006010434000041.xls","2002"
"46","4—8 全国受灾、成灾和绝收面积","四、农业生态与环境","70","N2006010434000042","yearbooks/N2006010434000042.caj","yearbooks/N2006010434000042.pdf","yearbooks/N2006010434000042.xls","2002"
"47","4—9 各地区受灾面积","四、农业生态与环境","71-72","N2006010434000043","yearbooks/N2006010434000043.caj","yearbooks/N2006010434000043.pdf","yearbooks/N2006010434000043.xls","2002"
"48","4—10 各地区成灾面积","四、农业生态与环境","73-74","N2006010434000044","yearbooks/N2006010434000044.caj","yearbooks/N2006010434000044.pdf","yearbooks/N2006010434000044.xls","2002"
"49","五、农村投资","五、农村投资","75-88","N2006010434000045","yearbooks/N2006010434000045.caj","yearbooks/N2006010434000045.pdf",,"2002"
"50","5—1 国家财政用于农业的支出","五、农村投资","77","N2006010434000046","yearbooks/N2006010434000046.caj","yearbooks/N2006010434000046.pdf","yearbooks/N2006010434000046.xls","2002"
"51","5—2 农业基本建设投资和新增固定资产","五、农村投资","78","N2006010434000047","yearbooks/N2006010434000047.caj","yearbooks/N2006010434000047.pdf","yearbooks/N2006010434000047.xls","2002"
"52","5—3 农村集体单位和农村居民个人固定资产投资额","五、农村投资","79","N2006010434000048","yearbooks/N2006010434000048.caj","yearbooks/N2006010434000048.pdf","yearbooks/N2006010434000048.xls","2002"
"53","5—4 农民家庭生产费用现金支出","五、农村投资","80","N2006010434000049","yearbooks/N2006010434000049.caj","yearbooks/N2006010434000049.pdf","yearbooks/N2006010434000049.xls","2002"
"54","5—5 各地区农民家庭生产费用现金支出","五、农村投资","81","N2006010434000050","yearbooks/N2006010434000050.caj","yearbooks/N2006010434000050.pdf","yearbooks/N2006010434000050.xls","2002"
"55","5—6 各地区农民家庭总支出构成按人均纯收入分组","五、农村投资","82","N2006010434000051","yearbooks/N2006010434000051.caj","yearbooks/N2006010434000051.pdf","yearbooks/N2006010434000051.xls","2002"
"56","5—7 农村固定资产投资情况","五、农村投资","83","N2006010434000052","yearbooks/N2006010434000052.caj","yearbooks/N2006010434000052.pdf","yearbooks/N2006010434000052.xls","2002"
"57","5—8 各地区农村固定资产投资情况","五、农村投资","84","N2006010434000053","yearbooks/N2006010434000053.caj","yearbooks/N2006010434000053.pdf","yearbooks/N2006010434000053.xls","2002"
"58","5—9 各地区农村固定资产构成情况","五、农村投资","85","N2006010434000054","yearbooks/N2006010434000054.caj","yearbooks/N2006010434000054.pdf","yearbooks/N2006010434000054.xls","2002"
"59","5—10 各地区农村固定资产投向情况","五、农村投资","86-88","N2006010434000055","yearbooks/N2006010434000055.caj","yearbooks/N2006010434000055.pdf","yearbooks/N2006010434000055.xls","2002"
"60","六、农林牧渔业总产值、中间消耗及增加值","六、农林牧渔业总产值、中间消耗及增加值","89-130","N2006010434000056","yearbooks/N2006010434000056.caj","yearbooks/N2006010434000056.pdf",,"2002"
"61","6—1 农林牧渔业增加值和指数","六、农林牧渔业总产值、中间消耗及增加值","91","N2006010434000057","yearbooks/N2006010434000057.caj","yearbooks/N2006010434000057.pdf","yearbooks/N2006010434000057.xls","2002"
"62","6—2 农林牧渔业总产值、增加值、中间消耗及构成","六、农林牧渔业总产值、中间消耗及增加值","92","N2006010434000058","yearbooks/N2006010434000058.caj","yearbooks/N2006010434000058.pdf","yearbooks/N2006010434000058.xls","2002"
"63","6—3 各地区农林牧渔业总产值、增加值和中间消耗","六、农林牧渔业总产值、中间消耗及增加值","93","N2006010434000059","yearbooks/N2006010434000059.caj","yearbooks/N2006010434000059.pdf","yearbooks/N2006010434000059.xls","2002"
"64","6—4 各地区分部门农林牧渔业增加值","六、农林牧渔业总产值、中间消耗及增加值","94","N2006010434000060","yearbooks/N2006010434000060.caj","yearbooks/N2006010434000060.pdf","yearbooks/N2006010434000060.xls","2002"
"65","6—5 各地区分部门农林牧渔业增加值构成","六、农林牧渔业总产值、中间消耗及增加值","95","N2006010434000061","yearbooks/N2006010434000061.caj","yearbooks/N2006010434000061.pdf","yearbooks/N2006010434000061.xls","2002"
"66","6—6 各地区分部门农林牧渔业增加值比重","六、农林牧渔业总产值、中间消耗及增加值","96","N2006010434000062","yearbooks/N2006010434000062.caj","yearbooks/N2006010434000062.pdf","yearbooks/N2006010434000062.xls","2002"
"67","6—7 各地区分部门农林牧渔业中间消耗","六、农林牧渔业总产值、中间消耗及增加值","97","N2006010434000063","yearbooks/N2006010434000063.caj","yearbooks/N2006010434000063.pdf","yearbooks/N2006010434000063.xls","2002"
"68","6—8 各地区分部门农林牧渔业中间消耗构成","六、农林牧渔业总产值、中间消耗及增加值","98","N2006010434000064","yearbooks/N2006010434000064.caj","yearbooks/N2006010434000064.pdf","yearbooks/N2006010434000064.xls","2002"
"69","6—9 各地区分部门农林牧渔业中间消耗比重","六、农林牧渔业总产值、中间消耗及增加值","99","N2006010434000065","yearbooks/N2006010434000065.caj","yearbooks/N2006010434000065.pdf","yearbooks/N2006010434000065.xls","2002"
"70","6—10 分项农林牧渔业中间消耗","六、农林牧渔业总产值、中间消耗及增加值","100","N2006010434000066","yearbooks/N2006010434000066.caj","yearbooks/N2006010434000066.pdf","yearbooks/N2006010434000066.xls","2002"
"71","6—11 各地区农林牧渔业增加值、中间消耗占农林牧渔总产值比重","六、农林牧渔业总产值、中间消耗及增加值","101","N2006010434000067","yearbooks/N2006010434000067.caj","yearbooks/N2006010434000067.pdf","yearbooks/N2006010434000067.xls","2002"
"72","6—12 农林牧渔业总产值","六、农林牧渔业总产值、中间消耗及增加值","102","N2006010434000068","yearbooks/N2006010434000068.caj","yearbooks/N2006010434000068.pdf","yearbooks/N2006010434000068.xls","2002"
"73","6—13 农林牧渔业总产值构成","六、农林牧渔业总产值、中间消耗及增加值","103","N2006010434000069","yearbooks/N2006010434000069.caj","yearbooks/N2006010434000069.pdf","yearbooks/N2006010434000069.xls","2002"
"74","6—14 农林牧渔业分项产值及构成","六、农林牧渔业总产值、中间消耗及增加值","104-105","N2006010434000070","yearbooks/N2006010434000070.caj","yearbooks/N2006010434000070.pdf","yearbooks/N2006010434000070.xls","2002"
"75","6—15 各地区农林牧渔业总产值","六、农林牧渔业总产值、中间消耗及增加值","106-107","N2006010434000071","yearbooks/N2006010434000071.caj","yearbooks/N2006010434000071.pdf","yearbooks/N2006010434000071.xls","2002"
"76","6—16 各地区农业分项产值","六、农林牧渔业总产值、中间消耗及增加值","108-110","N2006010434000072","yearbooks/N2006010434000072.caj","yearbooks/N2006010434000072.pdf","yearbooks/N2006010434000072.xls","2002"
"77","6—17 各地区林业分项产值","六、农林牧渔业总产值、中间消耗及增加值","111","N2006010434000073","yearbooks/N2006010434000073.caj","yearbooks/N2006010434000073.pdf","yearbooks/N2006010434000073.xls","2002"
"78","6—18 各地区畜牧业分项产值","六、农林牧渔业总产值、中间消耗及增加值","112-113","N2006010434000074","yearbooks/N2006010434000074.caj","yearbooks/N2006010434000074.pdf","yearbooks/N2006010434000074.xls","2002"
"79","6—19 各地区渔业分项产值","六、农林牧渔业总产值、中间消耗及增加值","114","N2006010434000075","yearbooks/N2006010434000075.caj","yearbooks/N2006010434000075.pdf","yearbooks/N2006010434000075.xls","2002"
"80","6—20 各经济地带农林牧渔业总产值及构成","六、农林牧渔业总产值、中间消耗及增加值","115","N2006010434000076","yearbooks/N2006010434000076.caj","yearbooks/N2006010434000076.pdf","yearbooks/N2006010434000076.xls","2002"
"81","6—21 农林牧渔业总产值","六、农林牧渔业总产值、中间消耗及增加值","116","N2006010434000077","yearbooks/N2006010434000077.caj","yearbooks/N2006010434000077.pdf","yearbooks/N2006010434000077.xls","2002"
"82","6—22 农林牧渔业总产值指数","六、农林牧渔业总产值、中间消耗及增加值","117","N2006010434000078","yearbooks/N2006010434000078.caj","yearbooks/N2006010434000078.pdf","yearbooks/N2006010434000078.xls","2002"
"83","6—23 各地区农林牧渔业总产值指数","六、农林牧渔业总产值、中间消耗及增加值","118","N2006010434000079","yearbooks/N2006010434000079.caj","yearbooks/N2006010434000079.pdf","yearbooks/N2006010434000079.xls","2002"
"84","6—24 各地区农林牧渔业总产值增减及占全国的比重","六、农林牧渔业总产值、中间消耗及增加值","119","N2006010434000080","yearbooks/N2006010434000080.caj","yearbooks/N2006010434000080.pdf","yearbooks/N2006010434000080.xls","2002"
"85","6—25 各地区农林牧渔业总产值","六、农林牧渔业总产值、中间消耗及增加值","120-121","N2006010434000081","yearbooks/N2006010434000081.caj","yearbooks/N2006010434000081.pdf","yearbooks/N2006010434000081.xls","2002"
"86","6—26 农林牧渔业分项产值及构成","六、农林牧渔业总产值、中间消耗及增加值","122-123","N2006010434000082","yearbooks/N2006010434000082.caj","yearbooks/N2006010434000082.pdf","yearbooks/N2006010434000082.xls","2002"
"87","6—27 各地区农业分项产值","六、农林牧渔业总产值、中间消耗及增加值","124-126","N2006010434000083","yearbooks/N2006010434000083.caj","yearbooks/N2006010434000083.pdf","yearbooks/N2006010434000083.xls","2002"
"88","6—28 各地区林业分项产值","六、农林牧渔业总产值、中间消耗及增加值","127","N2006010434000084","yearbooks/N2006010434000084.caj","yearbooks/N2006010434000084.pdf","yearbooks/N2006010434000084.xls","2002"
"89","6—29 各地区畜牧业分项产值","六、农林牧渔业总产值、中间消耗及增加值","128-129","N2006010434000085","yearbooks/N2006010434000085.caj","yearbooks/N2006010434000085.pdf","yearbooks/N2006010434000085.xls","2002"
"90","6—30 各地区渔业分项产值","六、农林牧渔业总产值、中间消耗及增加值","130","N2006010434000086","yearbooks/N2006010434000086.caj","yearbooks/N2006010434000086.pdf","yearbooks/N2006010434000086.xls","2002"
"91","七、主要农产品种植面积与产量","七、主要农产品种植面积与产量","131-204","N2006010434000087","yearbooks/N2006010434000087.caj","yearbooks/N2006010434000087.pdf",,"2002"
"92","7—1 主要农作物播种面积","七、主要农产品种植面积与产量","133-134","N2006010434000088","yearbooks/N2006010434000088.caj","yearbooks/N2006010434000088.pdf","yearbooks/N2006010434000088.xls","2002"
"93","7—2 主要农作物播种面积增减情况","七、主要农产品种植面积与产量","135","N2006010434000089","yearbooks/N2006010434000089.caj","yearbooks/N2006010434000089.pdf","yearbooks/N2006010434000089.xls","2002"
"94","7—3 主要农作物播种面积构成","七、主要农产品种植面积与产量","136","N2006010434000090","yearbooks/N2006010434000090.caj","yearbooks/N2006010434000090.pdf","yearbooks/N2006010434000090.xls","2002"
"95","7—4 各地区农作物总播种面积","七、主要农产品种植面积与产量","137","N2006010434000091","yearbooks/N2006010434000091.caj","yearbooks/N2006010434000091.pdf","yearbooks/N2006010434000091.xls","2002"
"96","7—5 各地区粮食播种面积增减情况","七、主要农产品种植面积与产量","138","N2006010434000092","yearbooks/N2006010434000092.caj","yearbooks/N2006010434000092.pdf","yearbooks/N2006010434000092.xls","2002"
"97","7—6 各地区粮食播种面积","七、主要农产品种植面积与产量","139","N2006010434000093","yearbooks/N2006010434000093.caj","yearbooks/N2006010434000093.pdf","yearbooks/N2006010434000093.xls","2002"
"98","7—7 各地区粮食播种面积","七、主要农产品种植面积与产量","140-141","N2006010434000094","yearbooks/N2006010434000094.caj","yearbooks/N2006010434000094.pdf","yearbooks/N2006010434000094.xls","2002"
"99","7—8 各地区油料播种面积","七、主要农产品种植面积与产量","142","N2006010434000095","yearbooks/N2006010434000095.caj","yearbooks/N2006010434000095.pdf","yearbooks/N2006010434000095.xls","2002"
"100","7—9 各地区棉花和麻类播种面积","七、主要农产品种植面积与产量","143","N2006010434000096","yearbooks/N2006010434000096.caj","yearbooks/N2006010434000096.pdf","yearbooks/N2006010434000096.xls","2002"
"101","7—10 各地区糖料播种面积","七、主要农产品种植面积与产量","144","N2006010434000097","yearbooks/N2006010434000097.caj","yearbooks/N2006010434000097.pdf","yearbooks/N2006010434000097.xls","2002"
"102","7—11 各地区烟叶和药材播种面积","七、主要农产品种植面积与产量","145","N2006010434000098","yearbooks/N2006010434000098.caj","yearbooks/N2006010434000098.pdf","yearbooks/N2006010434000098.xls","2002"
"103","7—12 各地区蔬菜、瓜类和青饲料播种面积","七、主要农产品种植面积与产量","146","N2006010434000099","yearbooks/N2006010434000099.caj","yearbooks/N2006010434000099.pdf","yearbooks/N2006010434000099.xls","2002"
"104","7—13 各地区主要农作物播种面积构成","七、主要农产品种植面积与产量","147","N2006010434000100","yearbooks/N2006010434000100.caj","yearbooks/N2006010434000100.pdf","yearbooks/N2006010434000100.xls","2002"
"105","7—14 主要农作物产品产量","七、主要农产品种植面积与产量","148","N2006010434000101","yearbooks/N2006010434000101.caj","yearbooks/N2006010434000101.pdf","yearbooks/N2006010434000101.xls","2002"
"106","7—15 主要农作物产品产量增减情况","七、主要农产品种植面积与产量","149","N2006010434000102","yearbooks/N2006010434000102.caj","yearbooks/N2006010434000102.pdf","yearbooks/N2006010434000102.xls","2002"
"107","7—16 各地区粮食总产量","七、主要农产品种植面积与产量","150","N2006010434000103","yearbooks/N2006010434000103.caj","yearbooks/N2006010434000103.pdf","yearbooks/N2006010434000103.xls","2002"
"108","7—17 各地区分季粮食作物产量","七、主要农产品种植面积与产量","151","N2006010434000104","yearbooks/N2006010434000104.caj","yearbooks/N2006010434000104.pdf","yearbooks/N2006010434000104.xls","2002"
"109","7—18 各地区分品种粮食作物产量","七、主要农产品种植面积与产量","152-153","N2006010434000105","yearbooks/N2006010434000105.caj","yearbooks/N2006010434000105.pdf","yearbooks/N2006010434000105.xls","2002"
"110","7—19 各地区油料产量","七、主要农产品种植面积与产量","154","N2006010434000106","yearbooks/N2006010434000106.caj","yearbooks/N2006010434000106.pdf","yearbooks/N2006010434000106.xls","2002"
"111","7—20 各地区棉花和麻类产量","七、主要农产品种植面积与产量","155","N2006010434000107","yearbooks/N2006010434000107.caj","yearbooks/N2006010434000107.pdf","yearbooks/N2006010434000107.xls","2002"
"112","7—21 各地区糖料产量","七、主要农产品种植面积与产量","156","N2006010434000108","yearbooks/N2006010434000108.caj","yearbooks/N2006010434000108.pdf","yearbooks/N2006010434000108.xls","2002"
"113","7—22 各地区烟叶产量","七、主要农产品种植面积与产量","157","N2006010434000109","yearbooks/N2006010434000109.caj","yearbooks/N2006010434000109.pdf","yearbooks/N2006010434000109.xls","2002"
"114","7—23 主要农作物单位面积产量","七、主要农产品种植面积与产量","158","N2006010434000110","yearbooks/N2006010434000110.caj","yearbooks/N2006010434000110.pdf","yearbooks/N2006010434000110.xls","2002"
"115","7—24 各地区分季粮食作物单位面积产量","七、主要农产品种植面积与产量","159","N2006010434000111","yearbooks/N2006010434000111.caj","yearbooks/N2006010434000111.pdf","yearbooks/N2006010434000111.xls","2002"
"117","7—26 各地区油料作物单位面积产量","七、主要农产品种植面积与产量","162","N2006010434000112","yearbooks/N2006010434000112.caj","yearbooks/N2006010434000112.pdf","yearbooks/N2006010434000112.xls","2002"
"118","7—27 各地区棉花和麻类作物单位面积产量","七、主要农产品种植面积与产量","163","N2006010434000113","yearbooks/N2006010434000113.caj","yearbooks/N2006010434000113.pdf","yearbooks/N2006010434000113.xls","2002"
"119","7—28 各地区糖料作物单位面积产量","七、主要农产品种植面积与产量","164","N2006010434000114","yearbooks/N2006010434000114.caj","yearbooks/N2006010434000114.pdf","yearbooks/N2006010434000114.xls","2002"
"120","7—29 茶叶、水果产量","七、主要农产品种植面积与产量","165","N2006010434000115","yearbooks/N2006010434000115.caj","yearbooks/N2006010434000115.pdf","yearbooks/N2006010434000115.xls","2002"
"121","7—30 茶叶、水果主要品种面积和产量增减情况","七、主要农产品种植面积与产量","166","N2006010434000116","yearbooks/N2006010434000116.caj","yearbooks/N2006010434000116.pdf","yearbooks/N2006010434000116.xls","2002"
"122","7—31 各地区茶园面积和茶叶产量","七、主要农产品种植面积与产量","167-168","N2006010434000117","yearbooks/N2006010434000117.caj","yearbooks/N2006010434000117.pdf","yearbooks/N2006010434000117.xls","2002"
"123","7—32 各地区果园面积","七、主要农产品种植面积与产量","169-170","N2006010434000118","yearbooks/N2006010434000118.caj","yearbooks/N2006010434000118.pdf","yearbooks/N2006010434000118.xls","2002"
"124","7—33 各地区水果产量","七、主要农产品种植面积与产量","171-173","N2006010434000119","yearbooks/N2006010434000119.caj","yearbooks/N2006010434000119.pdf","yearbooks/N2006010434000119.xls","2002"
"125","7—34 主要林产品产量","七、主要农产品种植面积与产量","174","N2006010434000120","yearbooks/N2006010434000120.caj","yearbooks/N2006010434000120.pdf","yearbooks/N2006010434000120.xls","2002"
"126","7—35 营林面积和主要林产品产量增减情况","七、主要农产品种植面积与产量","175","N2006010434000121","yearbooks/N2006010434000121.caj","yearbooks/N2006010434000121.pdf","yearbooks/N2006010434000121.xls","2002"
"127","7—36 各地区造林面积","七、主要农产品种植面积与产量","176-179","N2006010434000122","yearbooks/N2006010434000122.caj","yearbooks/N2006010434000122.pdf","yearbooks/N2006010434000122.xls","2002"
"128","7—37 各地区主要林产品产量","七、主要农产品种植面积与产量","180-183","N2006010434000123","yearbooks/N2006010434000123.caj","yearbooks/N2006010434000123.pdf","yearbooks/N2006010434000123.xls","2002"
"129","7—38 各地区村及村以下竹木采伐量","七、主要农产品种植面积与产量","184","N2006010434000124","yearbooks/N2006010434000124.caj","yearbooks/N2006010434000124.pdf","yearbooks/N2006010434000124.xls","2002"
"130","7—39 主要牲畜出栏量和畜产品产量增长情况","七、主要农产品种植面积与产量","185","N2006010434000125","yearbooks/N2006010434000125.caj","yearbooks/N2006010434000125.pdf","yearbooks/N2006010434000125.xls","2002"
"131","7—40 各地区主要牲畜出栏量","七、主要农产品种植面积与产量","186","N2006010434000126","yearbooks/N2006010434000126.caj","yearbooks/N2006010434000126.pdf","yearbooks/N2006010434000126.xls","2002"
"132","7—41 各地区肉类总产量","七、主要农产品种植面积与产量","187","N2006010434000127","yearbooks/N2006010434000127.caj","yearbooks/N2006010434000127.pdf","yearbooks/N2006010434000127.xls","2002"
"133","7—42 各地区其他畜产品产量","七、主要农产品种植面积与产量","188-189","N2006010434000128","yearbooks/N2006010434000128.caj","yearbooks/N2006010434000128.pdf","yearbooks/N2006010434000128.xls","2002"
"134","7—43 牲畜年末存栏头数增减情况","七、主要农产品种植面积与产量","190","N2006010434000129","yearbooks/N2006010434000129.caj","yearbooks/N2006010434000129.pdf","yearbooks/N2006010434000129.xls","2002"
"135","7—44 各地区牲畜年末存栏头数","七、主要农产品种植面积与产量","191-193","N2006010434000130","yearbooks/N2006010434000130.caj","yearbooks/N2006010434000130.pdf","yearbooks/N2006010434000130.xls","2002"
"136","7—45 水产品产量和养殖面积","七、主要农产品种植面积与产量","194","N2006010434000131","yearbooks/N2006010434000131.caj","yearbooks/N2006010434000131.pdf","yearbooks/N2006010434000131.xls","2002"
